,X,Y,Class,Method
0,0.3311428334893092,0.3832300705783035,0,t-SNE
1,0.3241132214938699,0.11941462615297987,0,UMAP
2,0.36542629265198323,0.33598171856072584,0,PCA
3,0.7509412032864617,0.6658533058031006,0,t-SNE
4,0.7602642550995445,0.30302538741575114,0,UMAP
5,0.6294285632877694,0.4610251293456002,0,PCA
6,0.7935215696403615,0.6568701313940822,0,t-SNE
7,0.7614898284547861,0.37761556527304063,0,UMAP
8,0.6230187769251112,0.48870345079537225,0,PCA
9,0.19589233686410223,0.4282043260481548,1,t-SNE
10,0.4437749349528413,0.8296767534562545,1,UMAP
11,0.3948673073248274,0.225887396683339,1,PCA
12,0.06025644466569002,0.10023026900110027,1,t-SNE
13,0.08866695829695259,0.9062083439703326,1,UMAP
14,0.11456394263208902,0.3279650255762628,1,PCA
15,0.9397454845818789,0.7592024443039838,1,t-SNE
16,0.8698191950653552,0.5427840490972247,1,UMAP
17,0.7551359341330597,0.5625276360459668,1,PCA
18,0.4287590651229432,0.5825477958707577,0,t-SNE
19,0.5392049213361942,0.03593020996062768,0,UMAP
20,0.5082850474382677,0.3100023732451619,0,PCA
21,0.5433220343734039,0.32642236305766376,1,t-SNE
22,0.35427066428855275,0.3600035045894384,1,UMAP
23,0.3947034772062975,0.49564112480708433,1,PCA
24,0.11608858560108343,0.005903597935817739,0,t-SNE
25,0.009345707338241027,0.8789467597160556,0,UMAP
26,0.023749435678137865,0.4424283601765566,0,PCA
27,0.4502063791308523,0.6762911476098523,0,t-SNE
28,0.6365928985604865,0.047074954250494905,0,UMAP
29,0.5808710462240962,0.2802756181727358,0,PCA
30,0.5491850780247296,0.20284415248326093,1,t-SNE
31,0.3061752921707285,0.5122461951599196,1,UMAP
32,0.2680735143271748,0.6135055473400137,1,PCA
33,0.14613227568198756,0.39352170358098093,1,t-SNE
34,0.4109620394021396,0.8458843180738396,1,UMAP
35,0.343861241101419,0.18475835428497464,1,PCA
36,0.5649365013696805,0.16709186020717437,1,t-SNE
37,0.2942256952991018,0.5412938353525522,1,UMAP
38,0.19256966938436465,0.658143976864191,1,PCA
39,0.40670780796564754,0.28288561414704494,0,t-SNE
40,0.2540239345499508,0.31717163895384876,0,UMAP
41,0.3190792069009807,0.42434669652993207,0,PCA
