,X,Y,Class,Method
123,0.28502328033506585,0.030349591557923883,7,t-SNE
124,0.05797512040307756,0.47418058806684715,7,UMAP
125,0.2706012605517425,0.003975437543083549,7,PCA
126,0.43188831080165996,0.33089253628816245,5,t-SNE
127,0.1966880303747519,0.9929850206311532,5,UMAP
128,0.2714093865678777,0.008580464248674896,5,PCA
129,0.9759276440769055,0.36307937386739664,0,t-SNE
130,0.935270144074109,0.15273742641011812,0,UMAP
131,0.0027164987714357602,0.9993421573774413,0,PCA
132,0.4423142458546603,0.2237464403895002,8,t-SNE
133,0.7983343899626167,0.32373462089937355,8,UMAP
134,0.35951218684079306,0.2743436058992096,8,PCA
135,0.5275639474644844,0.551176446464227,5,t-SNE
136,0.4268508197312427,0.8160610955249403,5,UMAP
137,0.2712271531997936,0.005091923023409134,5,PCA
138,0.030163492723212282,0.49839364966768424,2,t-SNE
139,0.6500795799832774,0.006625448519947841,2,UMAP
140,0.999203452277764,0.3765203374457551,2,PCA
141,0.28910143644346287,0.011450629387836697,7,t-SNE
142,0.031991401953481824,0.49628317213280976,7,UMAP
143,0.2709898156320324,0.0031554668388792395,7,PCA
144,0.9515294740512377,0.35673612873294525,0,t-SNE
145,0.9471495438111561,0.15553494761450054,0,UMAP
146,0.0027165588747987135,0.9993421516247976,0,PCA
147,0.34148743460967995,0.21586111175190503,7,t-SNE
148,0.037386903609079036,0.9218194139713007,7,UMAP
149,0.2699930614796506,0.008078424181317989,7,PCA
150,0.4169752674613919,0.3590704898998054,8,t-SNE
151,0.22920768601990232,0.9937734985727869,8,UMAP
152,0.26997227443023414,0.006985408032465973,8,PCA
153,0.21563971664983958,0.8177510951168936,2,t-SNE
154,0.6734698818233044,0.7624247133599583,2,UMAP
155,0.9987691660757687,0.37462333039289963,2,PCA
156,0.983072692796032,0.4085011572739086,1,t-SNE
157,0.6822501200958896,0.26336188439013003,1,UMAP
158,0.0017157117326692117,0.9988304827387826,1,PCA
159,0.9551508209349993,0.308111426381744,1,t-SNE
160,0.9610244223256066,0.14979548203729193,1,UMAP
161,0.0025602729090675735,0.9991243140733168,1,PCA
162,0.3572062169694796,0.21051704383799702,7,t-SNE
163,0.059847687400785665,0.9223397735413739,7,UMAP
164,0.27150874316884377,0.007495208758172889,7,PCA
165,0.0,0.4826172797142571,2,t-SNE
166,0.6256606828146147,0.01384159309801547,2,UMAP
167,0.999203453358499,0.376520345825859,2,PCA
168,0.597692643539089,0.47782775510168113,4,t-SNE
169,0.3948700459348493,0.6613972625633991,4,UMAP
170,0.27277112029892525,0.0058754552630385926,4,PCA
171,0.284943909639302,0.8467367695269146,4,t-SNE
172,0.7318945572718427,0.9576106383173865,4,UMAP
173,0.7126425583774085,0.2271102638687506,4,PCA
174,0.6591620115832121,0.6064679436408887,5,t-SNE
175,0.29563638314479795,0.7481741352902271,5,UMAP
176,0.2729886091932233,0.0013517975455659137,5,PCA
177,0.4065336476455865,0.9686713265204119,3,t-SNE
178,0.3176788426735072,0.509034376423519,3,UMAP
179,0.9992359735860712,0.37611400791128097,3,PCA
180,0.6376062596575739,0.5447124372983101,5,t-SNE
181,0.3555986260796197,0.7299199211644347,5,UMAP
182,0.2730558432945699,0.004668672861301043,5,PCA
183,0.9947255804685704,0.4265327791747086,1,t-SNE
184,0.6663260780398012,0.2764088035765421,1,UMAP
185,0.0008578560992594797,0.998391915616653,1,PCA
186,0.004850365286208358,0.48676549551956855,2,t-SNE
187,0.6215419222422269,0.002654239398827807,2,UMAP
188,0.9992034517289918,0.37652033787825234,2,PCA
189,0.04207422977570946,0.4626145194942341,2,t-SNE
190,0.6356160707023957,0.015697816022492983,2,UMAP
191,0.99920345250392,0.37652033830956194,2,PCA
192,0.5096258478791312,0.24038645002704148,4,t-SNE
193,0.03751643455929643,0.8236722128071107,4,UMAP
194,0.27587807398562053,0.006852682591295317,4,PCA
195,0.9562480259607884,0.3578120858868973,1,t-SNE
196,0.9435056721537275,0.15558716496668135,1,UMAP
197,0.002716545782861568,0.9993421493827661,1,PCA
198,0.027517852455604397,0.48115501110495945,2,t-SNE
199,0.6516224044074753,0.0012043008999441662,2,UMAP
200,0.9992034523321249,0.3765203376894264,2,PCA
201,0.6280405286956184,0.5668679016048044,4,t-SNE
202,0.35768786120191853,0.7372896707677601,4,UMAP
203,0.2726903737752833,0.003796944046335793,4,PCA
204,0.05663943432720853,0.4667541070087481,2,t-SNE
205,0.6444266986473781,0.002166306763696002,2,UMAP
206,0.9992034525927216,0.3765203385826702,2,PCA
207,0.5803515102723434,0.49839366088157866,4,t-SNE
208,0.3774948604517947,0.6614700855920259,4,UMAP
209,0.2719847523647316,0.005473436059743042,4,PCA
210,0.06458453767598737,0.47183005471098904,2,t-SNE
211,0.6352767559306306,0.01201908114172967,2,UMAP
212,0.9992034526423785,0.37652033873029034,2,PCA
213,0.3702751624074201,0.9440353103108876,3,t-SNE
214,0.5642528413795143,0.5244121216815129,3,UMAP
215,0.9999181400242394,0.373633279153035,3,PCA
216,0.033576209480714325,0.49528872253877443,2,t-SNE
217,0.6359073873453748,0.017091705450924866,2,UMAP
218,0.9992034523455411,0.376520337674599,2,PCA
219,0.9711500290629156,0.3363235086801951,1,t-SNE
220,0.9166247086833571,0.1409578276603181,1,UMAP
221,0.0023490532642778117,0.999158317747521,1,PCA
222,0.052592545462597284,0.5292811124695943,2,t-SNE
223,0.6226157089519272,0.011435070209103726,2,UMAP
224,0.9992034283437274,0.37652033139012564,2,PCA
225,0.39293327064346006,0.9591291866273988,3,t-SNE
226,0.5539751986263137,0.5200509180328202,3,UMAP
227,0.9994269805876672,0.3754194045885563,3,PCA
228,0.5395295819616618,0.5821559449019713,5,t-SNE
229,0.39883439881255744,0.8040503504085976,5,UMAP
230,0.27117641019703936,0.004386910086790791,5,PCA
231,0.2885401881777287,0.03154772249007409,7,t-SNE
232,0.05941031016628534,0.4729903503882162,7,UMAP
233,0.27074423668627207,0.004048532432234742,7,PCA
234,0.4186270693348776,0.3624136914602669,8,t-SNE
235,0.2301809235066713,0.9934092407592916,8,UMAP
236,0.27008142201919033,0.006588495331345118,8,PCA
237,0.5817768725843203,0.48700339268367077,4,t-SNE
238,0.3933067971640402,0.659621867493883,4,UMAP
239,0.27217192707327986,0.0056822977434298205,4,PCA
240,0.21563956787627675,0.8177511463804111,2,t-SNE
241,0.6737155591026833,0.762535007739867,2,UMAP
242,0.9987691656872255,0.3746233291010596,2,PCA
243,0.5674403825900615,0.5001432254620765,8,t-SNE
244,0.35952352906671603,0.6544193876791914,8,UMAP
245,0.2719139427284516,0.0052617715891921935,8,PCA
246,0.9473165538905205,0.35914332254236286,0,t-SNE
247,0.9405283253688743,0.15631918620825996,0,UMAP
248,0.00271657068146397,0.9993421499547857,0,PCA
249,0.041695377897991215,0.48064383854170667,2,t-SNE
250,0.6342317223856984,0.014744737247053052,2,UMAP
251,0.999203452449559,0.3765203380658906,2,PCA
252,0.9562972700100815,0.3450153662393852,1,t-SNE
253,0.9427663364054086,0.15240973297203758,1,UMAP
254,0.0025694725174208455,0.9992685679826925,1,PCA
255,0.3213332412259676,0.032408949584893654,7,t-SNE
256,0.08057830778601699,0.4891105216334125,7,UMAP
257,0.27181655759482537,0.004596743975598616,7,PCA
258,0.46170143907241573,0.2810870300737425,8,t-SNE
259,0.11744635619416866,0.9575526733877995,8,UMAP
260,0.27457751017920773,0.01069792978855022,8,PCA
261,0.22504721452994028,0.8249804301521757,2,t-SNE
262,0.6903110629817367,0.7501288517175982,2,UMAP
263,0.9992221245505064,0.37297612562331983,2,PCA
264,0.3444270142440273,0.9283125844246054,3,t-SNE
265,0.9956826917394508,0.7836504657677754,3,UMAP
266,0.9995136672150073,0.3748175941493281,3,PCA
267,0.6179438372857593,0.566419941764644,5,t-SNE
268,0.3642786991143039,0.7366046899824006,5,UMAP
269,0.27227984772310554,0.003932419327466491,5,PCA
270,0.5736682298966128,0.6161507634419351,4,t-SNE
271,0.3775198103362627,0.7768450487779773,4,UMAP
272,0.27140358871348835,0.003139090486835694,4,PCA
273,0.03603305609710511,0.4685059159701236,2,t-SNE
274,0.643905704101282,0.006072335911250781,2,UMAP
275,0.9992034524466549,0.3765203381028501,2,PCA
276,0.5257175559697301,0.5507822364222166,8,t-SNE
277,0.42244953303031924,0.8184463605300407,8,UMAP
278,0.2712432640849486,0.0050320762519356355,8,PCA
279,0.9562479267784132,0.3577973732573608,0,t-SNE
280,0.9430851902605599,0.15556087285726944,0,UMAP
281,0.002716546318575541,0.9993421509844562,0,PCA
282,0.5682050291117628,0.6109931024937137,4,t-SNE
283,0.3776377120255628,0.7803298742564581,4,UMAP
284,0.27132172851337144,0.0034367772537440833,4,PCA
285,0.9985174218553224,0.4411817554422631,1,t-SNE
286,0.6503640854632191,0.289230955799703,1,UMAP
287,0.0,0.99795334803062,1,PCA
288,0.6616698007470715,0.6087921033677568,5,t-SNE
289,0.29535850597787905,0.7480481165983717,5,UMAP
290,0.2730704692712021,0.0010541103061422752,5,PCA
291,0.03292502759625615,0.4773683088293719,2,t-SNE
292,0.6446226407228339,0.012124901786742415,2,UMAP
293,0.999203452399902,0.3765203379182704,2,PCA
294,0.5562001493884936,0.6107730025811181,5,t-SNE
295,0.38051186740477616,0.7872588030160514,5,UMAP
296,0.27091120132849245,0.0035722493317129067,5,PCA
297,0.2871879728674711,0.005356781266260102,7,t-SNE
298,0.029802138730792738,0.4953149601083479,7,UMAP
299,0.27092869981685386,0.0027846856922945085,7,PCA
300,0.02848016945110443,0.4648730458987904,2,t-SNE
301,0.6307674277274348,0.00375581763874433,2,UMAP
302,0.9992034523864857,0.37652033793309775,2,PCA
303,0.07008906031791029,0.49648775699042136,2,t-SNE
304,0.6444765161338076,0.012802178372599893,2,UMAP
305,0.9992034526195539,0.37652033855301537,2,PCA
306,0.3403811172031681,0.930794148782107,3,t-SNE
307,0.9949993812355513,0.7832687410257795,3,UMAP
308,0.9995136682632024,0.37481759764838407,3,PCA
309,0.5357809035048225,0.24157068854593594,8,t-SNE
310,0.0011977041644749553,0.8265019978945931,8,UMAP
311,0.27497867229000483,0.004791353878633248,8,PCA
312,0.9912434360484195,0.4358696599434563,1,t-SNE
313,0.6590451550304819,0.2825883868364172,1,UMAP
314,0.0005004164889736984,0.9982091802238731,1,PCA
315,0.4133517292670279,0.9682236422216584,3,t-SNE
316,0.32204734893809495,0.5114408891216906,3,UMAP
317,0.9991813997893846,0.37631246460178175,3,PCA
318,0.20769624981025175,0.8224507806152135,2,t-SNE
319,0.689127255418358,0.7619959583524833,2,UMAP
320,0.9984853835181149,0.37565530999598634,2,PCA
321,0.3020172628907705,0.03464593570016994,7,t-SNE
322,0.07154719929364312,0.47737925756382205,7,UMAP
323,0.2711731651442215,0.004267817343359653,7,PCA
324,0.055638832934876425,0.46183944074065525,2,t-SNE
325,0.6401327129061685,0.0004916013015612286,2,UMAP
326,0.9992034526108418,0.37652033866389395,2,PCA
327,0.6398284779676024,0.5465468638261551,8,t-SNE
328,0.35408236062001663,0.7304756018396323,8,UMAP
329,0.2735489099824121,0.004060401798133079,8,PCA
330,0.5317308098097122,0.5945241463983534,5,t-SNE
331,0.3890260589063756,0.8035501888853673,5,UMAP
332,0.270747481003644,0.004167623153465416,5,PCA
333,0.9258334530547254,0.34275856677457633,1,t-SNE
334,0.912452546764257,0.15910015765074903,1,UMAP
335,0.0035744019705141183,0.9997807177148583,1,PCA
336,0.9233726391433261,0.3430776180919206,1,t-SNE
337,0.9109001135718011,0.1594505560577325,1,UMAP
338,0.004003329078892781,1.0,1,PCA
339,0.3871597344054684,0.9554150935174719,3,t-SNE
340,0.5571820496067701,0.5203669125012865,3,UMAP
341,0.9995088400124981,0.37512171537097855,3,PCA
342,0.035629433421177525,0.480722854045076,2,t-SNE
343,0.6267023610617823,0.0054950916300393615,2,UMAP
344,0.9992034524104143,0.37652033794040246,2,PCA
345,0.9887200380582611,0.42035915861188644,1,t-SNE
346,0.6765895956293874,0.2671040260556842,1,UMAP
347,0.0012152959842540167,0.9985746521908303,1,PCA
348,0.6182635764678508,0.5549760791611238,4,t-SNE
349,0.3695050279365567,0.7323310604586036,4,UMAP
350,0.2725266536758951,0.004392318428914271,4,PCA
351,0.5236697932588021,0.23211815728159815,5,t-SNE
352,0.014751388343589578,0.8251091886846098,5,UMAP
353,0.27579313224017116,0.005389002520702929,5,PCA
354,0.03438682703332674,0.4614979360026247,2,t-SNE
355,0.6409848031158814,0.0037049047012940317,2,UMAP
356,0.999203452454263,0.37652033816194175,2,PCA
357,0.6293520916298357,0.5775550570178474,5,t-SNE
358,0.3493227564595791,0.7422459983511382,5,UMAP
359,0.2724974485933961,0.003137920790441895,5,PCA
360,0.29499993627532395,0.033218092945883626,7,t-SNE
361,0.06279190176302529,0.47561817538875123,7,UMAP
362,0.2709587009137948,0.004158174906277012,7,PCA
363,0.6025338344555902,0.5832084810363433,4,t-SNE
364,0.37371488438613015,0.7521665615321981,4,UMAP
365,0.27196512078567636,0.003765703036785528,4,PCA
366,0.9727182511885892,0.3621900928125985,0,t-SNE
367,0.9331368695258364,0.15284740487708431,0,UMAP
368,0.002716510505619718,0.9993421553825337,0,PCA
369,0.9989160854124894,0.44009281900646174,1,t-SNE
370,0.6504169382598881,0.2891992829795278,1,UMAP
371,7.148830033321119e-05,0.9979898960951132,1,PCA
372,0.3377822662210667,0.9341426817483935,3,t-SNE
373,0.9940629697416872,0.7827475254335395,3,UMAP
374,0.9995169224610647,0.374819273040404,3,PCA
375,0.2952965783617879,0.011226607816148482,7,t-SNE
376,0.03629890945325803,0.49959347099664414,7,UMAP
377,0.27120427987186724,0.0032651094680643533,7,PCA
378,0.22007073885364914,0.8270268185092056,2,t-SNE
379,0.6801238487031693,0.757346616623339,2,UMAP
380,0.9988510257605001,0.37432564176558464,2,PCA
381,0.47066809105368534,0.2750892497840524,8,t-SNE
382,0.11229313080768222,0.9546853659953347,8,UMAP
383,0.2750140976342708,0.009110266631182584,8,PCA
384,0.6664355882628172,0.6102708764267277,5,t-SNE
385,0.29195800768964775,0.7528206949473291,5,UMAP
386,0.27309844720391807,0.0009555422600804331,5,PCA
387,0.9345432525163933,0.343593649475446,1,t-SNE
388,0.9156036010628121,0.15808047219813237,1,UMAP
389,0.0031454738921083414,0.9995614334305201,1,PCA
390,0.4368957205309451,0.9919763367602994,3,t-SNE
391,0.36814551979431864,0.5205774990497134,3,UMAP
392,0.9986902398321933,0.37809858980267963,3,PCA
393,0.6131600605667094,0.5585856523667084,5,t-SNE
394,0.3699574354422426,0.7321975210005676,5,UMAP
395,0.2721979874762358,0.004230105909795223,5,PCA
396,0.3152518366964176,0.0028975678024098506,7,t-SNE
397,0.05312140334021637,0.5017152849891418,7,UMAP
398,0.27201139160272425,0.0029986590455162165,7,PCA
399,0.03612504775011477,0.505354003424403,2,t-SNE
400,0.6295871308843329,0.004500353109143762,2,UMAP
401,0.9992034523198128,0.3765203375342836,2,PCA
402,0.4680124907059916,0.27688517741021834,5,t-SNE
403,0.11401034843313634,0.9564766535240088,5,UMAP
404,0.27493304384991923,0.009702815164317091,5,PCA
405,0.6669844635272437,0.6236335068603402,5,t-SNE
406,0.2704559613785663,0.7451386704956674,5,UMAP
407,0.2723224508030936,0.0002192868078373933,5,PCA
408,0.591597651024135,0.4828765906108304,4,t-SNE
409,0.39589370431309545,0.6613030440759698,4,UMAP
410,0.2724136808063605,0.005692721022654751,4,PCA
411,0.6347522124240506,0.5826570457860106,5,t-SNE
412,0.3448006561828758,0.7425637558176387,5,UMAP
413,0.27257930863803825,0.002840233351611099,5,PCA
414,0.04540586494147525,0.46533767599406367,2,t-SNE
415,0.6352642764171462,0.003176372157675189,2,UMAP
416,0.999203452514432,0.376520338331694,2,PCA
417,0.6670925723162254,0.6273584550201081,5,t-SNE
418,0.27104640236014027,0.7454419978742116,5,UMAP
419,0.27189352164884295,0.0,5,PCA
420,0.5686548335811488,0.6205711652966491,7,t-SNE
421,0.37087398942454036,0.7784720208135675,7,UMAP
422,0.27123252156970645,0.002870371121301729,7,PCA
423,0.041806561340604564,0.4744031216438416,2,t-SNE
424,0.645924276835507,0.005360492335034772,2,UMAP
425,0.9992034524676794,0.3765203381471144,2,PCA
426,0.3401109072196984,0.05907946101537648,4,t-SNE
427,0.23867988360206926,0.4929458576170177,4,UMAP
428,0.27184434047284867,0.004966434341357823,4,PCA
429,0.054490028278382896,0.48145447295016414,2,t-SNE
430,0.629278827475014,0.006092105947010151,2,UMAP
431,0.9992034525278484,0.37652033831686665,2,PCA
432,0.45299354460972807,0.2887592562688874,8,t-SNE
433,0.12226617286435576,0.9600429641601862,8,UMAP
434,0.27325961150933914,0.011042788098266781,8,PCA
435,0.6130966458355578,0.5585979299791614,8,t-SNE
436,0.3711869006542228,0.7327262675497282,8,UMAP
437,0.27224138217447896,0.004071019774708862,8,PCA
438,0.2249189717187904,0.8265337403656626,2,t-SNE
439,0.6900487646360467,0.750619770239574,2,UMAP
440,0.9992221250564837,0.372976127291624,2,PCA
441,0.5201743398036774,0.5616093860937456,8,t-SNE
442,0.4147471041677516,0.821059572009298,8,UMAP
443,0.2710560865127406,0.004823204705608097,8,PCA
444,0.36993232612970095,0.23066970659325728,7,t-SNE
445,0.07846960827968275,0.9299365218800284,7,UMAP
446,0.2718102608201447,0.010365590720619072,7,PCA
447,0.9626925991549762,0.3531618312353738,1,t-SNE
448,0.9594305553198823,0.1517402421116028,1,UMAP
449,0.0026006239859989178,0.9992828243369098,1,PCA
450,0.5162446473131768,0.5816303849121215,4,t-SNE
451,0.3877808320231521,0.8187953322334127,4,UMAP
452,0.27069796710070915,0.004815581643740713,4,PCA
453,0.9946127605167661,0.4399190741296095,1,t-SNE
454,0.6520225350940376,0.28822256168709737,1,UMAP
455,0.00021446445298300976,0.9980629910654883,1,PCA
456,0.6468867545062149,0.5943808264191663,5,t-SNE
457,0.3338975475278386,0.7436344255428862,5,UMAP
458,0.27274302872441875,0.0022448585109088315,5,PCA
459,0.44231431714199243,0.22373536746970962,8,t-SNE
460,0.7995227687763561,0.32437633180234443,8,UMAP
461,0.35951218649319455,0.2743436048658683,8,PCA
462,0.5143149922144316,0.5812975949720741,5,t-SNE
463,0.3852530859962635,0.8192393020158303,5,UMAP
464,0.27058376098324083,0.004762998090000858,5,PCA
465,0.34011028732985327,0.05907605199145949,4,t-SNE
466,0.23920210324326197,0.4932360083686357,4,UMAP
467,0.27184433821918413,0.00496642653831289,4,PCA
468,0.32879843825448346,0.9142984715782243,3,t-SNE
469,0.9373040213545413,0.5335035815356018,3,UMAP
470,0.9994684887554679,0.37496320412517736,3,PCA
471,0.2169289139584465,0.8321294608872176,2,t-SNE
472,0.7005750925513634,0.7574364072342026,2,UMAP
473,0.9988630464034018,0.37437286017505345,2,PCA
474,0.2849438724459113,0.8467317200704361,4,t-SNE
475,0.7318932041817361,0.9576097415322593,4,UMAP
476,0.7126425562604026,0.22711025635342336,4,PCA
477,0.9515069596520643,0.3521201821905413,1,t-SNE
478,0.936825100596764,0.15605353399579935,1,UMAP
479,0.002788033808077517,0.9993786967388132,1,PCA
480,0.9634002654021179,0.36042825542560253,0,t-SNE
481,0.9361936463569549,0.15377635198000977,0,UMAP
482,0.0027165346025117554,0.999342153060587,0,PCA
483,0.0377841209314832,0.5037893191179599,2,t-SNE
484,0.6333830697562566,0.013061226985487284,2,UMAP
485,0.9992034523484452,0.3765203376376395,2,PCA
486,0.21913584578489537,0.8234472665010855,2,t-SNE
487,0.681701076357581,0.7584298617218478,2,UMAP
488,0.9988510258311816,0.37432564195746915,2,PCA
489,0.41369186282502257,0.3427653463747722,8,t-SNE
490,0.2211013414754739,0.9967142608197634,8,UMAP
491,0.2700737629988438,0.008395443695513982,8,PCA
492,0.41614384640557867,0.980298456199169,3,t-SNE
493,0.3290965278391342,0.5146048132903556,3,UMAP
494,0.9990995393130462,0.37661015083021426,3,PCA
495,0.3404877878477093,0.9308248556291187,3,t-SNE
496,1.0,0.7860561937789607,3,UMAP
497,0.9995136718007473,0.37481760875751097,3,PCA
498,0.42038150637001287,0.9733528647335195,3,t-SNE
499,0.3318430447657794,0.5155398289789999,3,UMAP
500,0.9990995404533556,0.3766101540924678,3,PCA
501,1.0,0.4381225025055044,1,t-SNE
502,0.6496025425806486,0.2897007285360084,1,UMAP
503,0.00014297639623050973,0.9980264436430448,1,PCA
504,0.29499999826430845,0.03321788789181346,7,t-SNE
505,0.06404347354174927,0.4754000527880336,7,UMAP
506,0.27095870087465,0.0041581747807888925,7,PCA
507,0.9473557805199171,0.3496671459805557,1,t-SNE
508,0.9342310805821477,0.1554413558575864,1,UMAP
509,0.00285952187534233,0.9994152441833888,1,PCA
510,0.5871818905083113,0.4872958358324298,4,t-SNE
511,0.3949107483480599,0.6613135711104747,4,UMAP
512,0.27227070428259237,0.005619624538682727,4,PCA
513,0.06913430597852016,0.47909570394101103,2,t-SNE
514,0.6308659564577067,0.012561106225217333,2,UMAP
515,0.9992034526634028,0.3765203387745546,2,PCA
516,0.3443683230734952,0.9283833280788227,3,t-SNE
517,0.9932047814839933,0.7822685198867196,3,UMAP
518,0.9995136715730786,0.37481760853662544,3,PCA
